0.000000	
0.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.007553	244.168808	244.616165	244.777405	244.784943	
244.787018	244.831192	244.953751	244.997925	245.000000	
245.000000	245.000000	245.000000	245.000000	245.000000	
245.000000	245.007553	245.168808	245.616150	245.777420	
245.784973	245.797440	246.056534	246.634842	246.379166	
245.851974	245.141678	244.559769	244.784760	245.059464	
245.047653	245.378296	245.554062	245.187637	244.911087	
244.830338	245.254669	245.998657	246.404678	246.549026	
246.426849	245.446640	243.957108	242.478928	239.439697	
235.523682	230.894089	226.229919	222.424652	217.600021	
213.441254	214.123795	216.768707	219.056259	222.249847	
228.470993	232.444778	235.512192	238.883743	

