0.308655, 0.036560,
0.038940, 0.049652,
0.195923, 0.044373,
0.155121, 0.023071,
0.093506, 0.102692,
0.046814, 0.006104,
0.049927, 0.035233,
0.292580, 0.023865,
0.307701, 0.054993,
0.023193, 0.004837,
0.027588, 0.056061,
0.033997, 0.010010,
0.068237, 0.067696,
0.024780, 0.014587,
0.238953, 0.009613,
0.056152, 0.040955,
0.274643, 0.081909,
0.173767, 0.044312,
0.096313, 0.018494,
0.003723, 0.013367,
0.274963, 0.098900,
0.014526, 0.016571,
0.107300, 0.109688,
0.241119, 0.498474,
0.311798, 0.142250,
0.023438, 0.089828,
0.150665, 0.007538,
0.008057, 0.111038,
0.006958, 0.064377,
0.013184, 0.033401,
0.041748, 0.085777,
0.286377, 0.060471,
0.070190, 0.034363,
0.226959, 0.013641,
0.284454, 0.036606,
0.069885, 0.019287,
0.328766, 0.121117,
0.644531, 0.048492,
0.350494, 0.029716,
0.000000, 0.000000,
0.030945, 0.004364,
0.093475, 0.088348,
0.169098, 0.058990,
0.083008, 0.023773,
0.048096, 0.062622,
0.223694, 0.082504,
0.053101, 0.029877,
0.016479, 0.005829,
0.063721, 0.115265,
0.091003, 0.005768,
0.147949, 0.077087,
0.200012, 0.177002,
0.100769, 0.033966,
0.021484, 0.018158,
0.052246, 0.137253,
0.002991, 0.000458,
0.118286, 0.009735,
0.040588, 0.004120,
0.016663, 0.078796,
0.033081, 0.059692,
0.041565, 0.005310,
0.025208, 0.018280,
0.067078, 0.048798,
0.037720, 0.015717,
0.215515, 0.069031,
0.000000, 0.000000,
0.246460, 0.039917,
0.284790, 0.061462,
0.257019, 0.158043,
0.194763, 0.004913,
0.377594, 0.083664,
0.252289, 0.045273,
0.419907, 0.153931,
0.036499, 0.010468,
0.190491, 0.064972,
0.049316, 0.001831,
0.014740, 0.055969,
0.247345, 0.143967,
0.146637, 0.192184,
0.058228, 0.029633,
0.011414, 0.038223,
0.152401, 0.018707,
0.112793, 0.073639,
0.068848, 0.018494,
0.144653, 0.093857,
0.001465, 0.027008,
0.056152, 0.063995,
0.273346, 0.106026,
0.025208, 0.087372,
0.207031, 0.165314,
0.041870, 0.015137,
0.085815, 0.064880,
0.282715, 0.002357,
0.370239, 0.009628,
0.265991, 0.039062,
0.356949, 0.060532,
0.038025, 0.127106,
0.114258, 0.000885,
0.113464, 0.002762,
0.272545, 0.044708,
0.159172, 0.019653,
0.028992, 0.037415,
0.030762, 0.028564,
0.011475, 0.012177,
0.221512, 0.041382,
0.083252, 0.023331,
0.280296, 0.054535,
0.003357, 0.054871,
0.125427, 0.020615,
0.019287, 0.017822,
0.233429, 0.048523,
0.021301, 0.004883,
0.013916, 0.039246,
0.073059, 0.001373,
0.030273, 0.078384,
0.022644, 0.062935,
0.076477, 0.004730,
0.018250, 0.005249,
0.076866, 0.016998,
0.004517, 0.025757,
0.263489, 0.145729,
0.172028, 0.065002,
0.010620, 0.022369,
0.016052, 0.072479,
0.213470, 0.165421,
0.250122, 0.008209,
0.052856, 0.008179,
0.343658, 0.066772,
0.059631, 0.024872,
0.244965, 0.067093,
0.036621, 0.096527,
0.179749, 0.044991,
0.033875, 0.014191,
0.195541, 0.016998,
0.002197, 0.008972,
0.000732, 0.003387,
0.023499, 0.007263,
0.073257, 0.013916,
0.021851, 0.003784,
0.028015, 0.015045,
0.037964, 0.002899,
0.376656, 0.089523,
0.405396, 0.109558,
0.045288, 0.098175,
0.036987, 0.005035,
0.034546, 0.020294,
0.002441, 0.019470,
0.077942, 0.006714,
0.040161, 0.001114,
0.017517, 0.123886,
0.133545, 0.010742,
0.062988, 0.036499,
0.026550, 0.044525,
0.010834, 0.042725,
0.162628, 0.108643,
0.036865, 0.020691,
0.064178, 0.005676,
0.050964, 0.013062,
0.010254, 0.039459,
0.010010, 0.053802,
0.345642, 0.214478,
0.010193, 0.038086,
0.049866, 0.016510,
0.012939, 0.005371,
0.020874, 0.028152,
0.053894, 0.023590,
0.086121, 0.037018,
0.032227, 0.023651,
0.017487, 0.088562,
0.013367, 0.006317,
0.293579, 0.022278,
