0.016907, 0.082581, 0.308655, 0.036560,0.008423, 0.036987,0.126648, 0.029999,0.121643, 0.021057,
0.340027, 0.072845, 0.038940, 0.049652,0.125977, 0.031067,0.259560, 0.016785,0.225346, 0.019958,
0.035522, 0.005676, 0.195923, 0.044373,0.031128, 0.058868,0.237049, 0.018829,0.003418, 0.059402,
0.038849, 0.043030, 0.155121, 0.023071,0.194412, 0.020844,0.033447, 0.053955,0.000000, 0.000000,
0.139160, 0.253845, 0.093506, 0.102692,0.237007, 0.033661,0.222954, 0.019379,0.021606, 0.025681,
0.172668, 0.010040, 0.046814, 0.006104,0.059692, 0.054840,0.023315, 0.027618,0.112061, 0.028961,
0.112274, 0.044830, 0.049927, 0.035233,0.018921, 0.027634,0.127380, 0.030853,0.238422, 0.011627,
0.419312, 0.019165, 0.292580, 0.023865,0.254772, 0.022186,0.000977, 0.060394,0.062744, 0.074348,
0.019226, 0.052704, 0.307701, 0.054993,0.067871, 0.071648,0.325211, 0.096634,0.035034, 0.058929,
0.012817, 0.132294, 0.023193, 0.004837,0.235069, 0.016113,0.064941, 0.071068,0.222176, 0.008179,
0.086548, 0.037415, 0.027588, 0.056061,0.004700, 0.058487,0.191360, 0.014404,0.104004, 0.089401,
0.150604, 0.043701, 0.033997, 0.010010,0.330307, 0.101486,0.054688, 0.059662,0.090820, 0.104919,
0.303711, 0.205872, 0.068237, 0.067696,0.326477, 0.060822,0.018921, 0.038452,0.283722, 0.090553,
0.228424, 0.451752, 0.024780, 0.014587,0.065430, 0.048172,0.028931, 0.070007,0.048950, 0.056168,
0.259521, 0.024445, 0.238953, 0.009613,0.334431, 0.008087,0.063354, 0.050476,0.057373, 0.046326,
0.132996, 0.016876, 0.056152, 0.040955,0.027344, 0.062180,0.035919, 0.000366,0.027466, 0.068237,
0.137756, 0.073517, 0.274643, 0.081909,0.065674, 0.071075,0.003784, 0.091782,0.009949, 0.030884,
0.107361, 0.023468, 0.173767, 0.044312,0.026825, 0.003540,0.229370, 0.055908,0.044159, 0.002380,
0.004944, 0.033875, 0.096313, 0.018494,0.193298, 0.033936,0.057373, 0.005157,0.002380, 0.078827,
0.110352, 0.007172, 0.003723, 0.013367,0.010559, 0.103638,0.146912, 0.011047,0.017395, 0.034180,
0.006348, 0.011047, 0.274963, 0.098900,0.054932, 0.005524,0.317724, 0.012207,0.175323, 0.042999,
0.067688, 0.012604, 0.014526, 0.016571,0.177139, 0.067719,0.046631, 0.020142,0.026733, 0.009598,
0.011902, 0.014404, 0.107300, 0.109688,0.040283, 0.084442,0.241909, 0.024750,0.051941, 0.003998,
0.086060, 0.168243, 0.241119, 0.498474,0.232468, 0.010590,0.000488, 0.012039,0.161194, 0.002930,
0.026245, 0.004974, 0.311798, 0.142250,0.003967, 0.013763,0.319061, 0.055084,0.012085, 0.002869,
0.067566, 0.133118, 0.023438, 0.089828,0.032104, 0.073334,0.041016, 0.004059,0.081909, 0.127892,
0.056091, 0.078857, 0.150665, 0.007538,0.044922, 0.000366,0.047607, 0.067505,0.039429, 0.012512,
0.102417, 0.023468, 0.008057, 0.111038,0.060059, 0.009460,0.000000, 0.000000,0.222866, 0.004181,
0.026794, 0.018555, 0.006958, 0.064377,0.254425, 0.056961,0.012817, 0.001404,0.271574, 0.003235,
0.103699, 0.023743, 0.013184, 0.033401,0.042358, 0.084358,0.061401, 0.076035,0.115845, 0.100658,
0.019379, 0.003967, 0.041748, 0.085777,0.052856, 0.012878,0.162064, 0.050781,0.269470, 0.005280,
0.026428, 0.020599, 0.286377, 0.060471,0.289246, 0.126358,0.010132, 0.025406,0.065674, 0.064972,
0.624084, 0.118683, 0.070190, 0.034363,0.308197, 0.118950,0.031982, 0.030365,0.002380, 0.011841,
0.035706, 0.005524, 0.226959, 0.013641,0.027832, 0.016693,0.030701, 0.002563,0.039856, 0.008667,
0.128723, 0.009308, 0.284454, 0.036606,0.110138, 0.033325,0.221222, 0.006042,0.220032, 0.063950,
0.145691, 0.097778, 0.069885, 0.019287,0.340393, 0.073128,0.039795, 0.070236,0.030273, 0.022339,
0.015015, 0.001617, 0.328766, 0.121117,0.034851, 0.000641,0.138855, 0.025879,0.157074, 0.058258,
0.060303, 0.009369, 0.644531, 0.048492,0.037598, 0.122139,0.309479, 0.095863,0.000183, 0.000000,
0.050781, 0.001648, 0.350494, 0.029716,0.034668, 0.025269,0.070618, 0.032257,0.032104, 0.001740,
0.028931, 0.017303, 0.000000, 0.000000,0.072998, 0.003021,0.325905, 0.012589,0.063110, 0.007263,
0.104248, 0.020294, 0.030945, 0.004364,0.135986, 0.078537,0.039429, 0.118454,0.225266, 0.003632,
0.331299, 0.206818, 0.093475, 0.088348,0.329742, 0.020813,0.215485, 0.008698,0.027649, 0.031189,
0.075256, 0.064087, 0.169098, 0.058990,0.156128, 0.020905,0.061188, 0.015594,0.034790, 0.076515,
0.029602, 0.034424, 0.083008, 0.023773,0.017212, 0.015228,0.353851, 0.070068,0.042175, 0.066071,
0.197266, 0.012115, 0.048096, 0.062622,0.687195, 0.060333,0.129639, 0.077843,0.113220, 0.016998,
0.055420, 0.032196, 0.223694, 0.082504,0.032959, 0.000580,0.082031, 0.006012,0.121887, 0.070702,
0.097473, 0.043884, 0.053101, 0.029877,0.269531, 0.038025,0.067261, 0.010406,0.168976, 0.023224,
0.005005, 0.035828, 0.016479, 0.005829,0.082733, 0.014557,0.278992, 0.134720,0.331055, 0.071762,
0.113770, 0.058380, 0.063721, 0.115265,0.037170, 0.006348,0.214325, 0.029480,0.059753, 0.025116,
0.082153, 0.022369, 0.091003, 0.005768,0.036194, 0.011230,0.176697, 0.046814,0.332916, 0.054382,
0.115723, 0.050751, 0.147949, 0.077087,0.042969, 0.027527,0.295929, 0.071892,0.021423, 0.041458,
0.000000, 0.000000, 0.200012, 0.177002,0.060486, 0.029694,0.036621, 0.080803,0.033691, 0.128052,
0.174347, 0.009125, 0.100769, 0.033966,0.046021, 0.008698,0.276627, 0.012512,0.332039, 0.024643,
0.257690, 0.026367, 0.021484, 0.018158,0.000000, 0.000000,0.110291, 0.018463,0.021301, 0.010773,
0.107056, 0.070496, 0.052246, 0.137253,0.274750, 0.068169,0.000305, 0.000305,0.107910, 0.006622,
0.007202, 0.024780, 0.002991, 0.000458,0.209358, 0.014191,0.069641, 0.020020,0.022705, 0.016418,
0.000061, 0.000244, 0.118286, 0.009735,0.041016, 0.007355,0.017822, 0.019043,0.069336, 0.064774,
0.002197, 0.045929, 0.040588, 0.004120,0.016357, 0.036621,0.645996, 0.056000,0.261658, 0.085365,
0.142273, 0.001770, 0.016663, 0.078796,0.084778, 0.018127,0.349304, 0.059067,0.050598, 0.007202,
0.070312, 0.001160, 0.033081, 0.059692,0.005432, 0.020218,0.045349, 0.001434,0.170410, 0.024841,
0.119995, 0.015198, 0.041565, 0.005310,0.281921, 0.053665,0.239532, 0.098785,0.040161, 0.009033,
0.150146, 0.051544, 0.025208, 0.018280,0.019897, 0.039108,0.102051, 0.108139,0.046936, 0.008392,
0.072327, 0.046021, 0.067078, 0.048798,0.021790, 0.049896,0.107727, 0.029816,0.212463, 0.002136,
0.000549, 0.162415, 0.037720, 0.015717,0.249420, 0.091400,0.033569, 0.009552,0.287109, 0.090240,
0.077637, 0.008728, 0.215515, 0.069031,0.108276, 0.119514,0.024414, 0.044266,0.062866, 0.005615,
0.276672, 0.023438, 0.000000, 0.000000,0.367737, 0.088928,0.038452, 0.020554,0.274048, 0.070671,
0.008667, 0.006287, 0.246460, 0.039917,0.024933, 0.019440,0.084229, 0.025208,0.028687, 0.061081,
0.011597, 0.000214, 0.284790, 0.061462,0.012939, 0.006287,0.072998, 0.003174,0.053772, 0.019379,
