0.000000	
0.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.000000	244.000000	244.000000	244.000000	244.000000	
244.009628	244.215057	244.784958	244.990387	245.000000	
245.000000	245.000000	245.000000	245.000000	245.000000	
245.000000	245.000000	245.000000	245.000000	245.000000	
245.000000	245.009613	245.215027	245.784943	245.990372	
246.000000	246.019241	246.420471	247.354889	247.186188	
246.784958	246.000015	245.224670	245.009628	245.009613	
245.224655	245.980759	246.326019	244.990372	243.458939	
243.253525	244.224670	245.804199	247.420456	249.569916	
250.971146	251.784958	252.147720	251.436981	246.923050	
240.736862	233.130203	223.812073	214.895920	203.685349	
194.249359	195.173157	199.765717	203.948486	211.095459	
225.373108	234.070770	240.224655	246.707993	

